"job","job href","save-job","location","icon href 2","desc","badge","badge 2"
"Call Centre Executive","https://www.careerjet.com.bd/jobad/bd213280249f545b5556497094bc3a7fc8","Save","Bangladesh","[object Object]","Job Context   This is a full-time position that has to work with patients.  Provide the best services to the patients and the attendant of the patients.  Should be experienced in w…","12 days ago","Apply easily"
"Front Desk Executive/ Office Executive (Female)","https://www.careerjet.com.bd/jobad/bd25e804fe252f3a8ae1baab7756acb622","Save","Bangladesh","[object Object]","Job Responsibilities  N/A   Employment Status   Full-time   Educational Requirements   Graduate From any discipline.    Additional Requirements   Age 20 to 26 years  Only females a…","12 days ago","Apply easily"
"Sales Associate (Retail)","https://www.careerjet.com.bd/jobad/bdb64385864842f6ff5605a2f5d40f1d7a","Save","Bangladesh","[object Object]","Job Context   We are looking for an energetic, presentable and motivated individual as a Sales Associate for our Display Centers. The candidate should be experienced, a keen-learne…","12 days ago","Apply easily"
"Telemarketing Executive","https://www.careerjet.com.bd/jobad/bd90b8316221f6105b92fc306e96d04cc3","Save","Bangladesh","[object Object]","Job Context   Working Time: 10:00am To 2:00pm.  Desktop / Laptop with GOOD configuration.  Stable internet connection With Minimum 10 Mbps Speed.  Noise Cancellation headset.  Havi…","12 days ago","Apply easily"
"Site Manager (Fisheries)","https://www.careerjet.com.bd/jobad/bd08213c3e04fee4414fd0610c98d85ecb","Save","Bangladesh","[object Object]","Job Context  Job Location: Mymensingh (Kathlashen, Mia Bari).   Job Responsibilities   Maintaining and monitoring all the projects of the farm and land areas and put up a detail pl…","12 days ago","Apply easily"
"Senior Architect","https://www.careerjet.com.bd/jobad/bd0742c9812ef183451bff6b7f32dc4619","Save","Bangladesh","[object Object]","Job Context   Poché Architecture Ltd. is seeking a Senior Architect to join its team in Dhaka. We are looking for a technology savvy person who is passionate about social architect…","12 days ago","Apply easily"
"Coordinator-Legal Support","https://www.careerjet.com.bd/jobad/bd98915b5fb3c93ec256a44b596e9ce0c6","Save","Dhaka","[object Object]","By continuing to use and navigate this website, you are agreeing to the use of cookies.  Accept Close   Press Tab to Move to Skip to Content Link   Search by Keyword   Search by Lo…","24 days ago",""
"Head Trade AML","https://www.careerjet.com.bd/jobad/bd63909764bea264265b2b2e2ea55b56b9","Save","Dhaka","[object Object]","The Role Responsibilities  Purpose   To analyse and input AML alerts in line with the Trade AML procedure document and Red Flag document based on source reports.  To escalate any p…","24 days ago",""
"Coordinator-Legal Support","https://www.careerjet.com.bd/jobad/bd7084e1c5060cad79f60406880c721dbc","Save","Dhaka","[object Object]","Do you have the ability to work well within teams and across functions, developing collaborative relationships both internally and externally? Novo Nordisk (NN) has opened a Coordi…","24 days ago",""
"Regional Technical Manager - Aqua","https://www.careerjet.com.bd/jobad/bd8a6ef7fc67d8cedc0f02ce858288099c","Save","Bangladesh","[object Object]","Overview   Location : Bangladesh   Position Objective:    Overall development of sales of the Kemin’s products by providing high quality and continued technical expertise to the cu…","17 days ago",""
"Office Assistant","https://www.careerjet.com.bd/jobad/bd43672aceb16c0b94473188862b74eaca","Save","Narayanganj, Dhaka","[object Object]","Job Context  Job Location: Araihazar, narayangong ,Dhaka, Bangladesh   Job Responsibilities  Must know how to read English and obey all orders of authorities.   Employment Status  …","15 days ago","Apply easily"
"Accountant","https://www.careerjet.com.bd/jobad/bd299c2eaabf0f9d1e09d0c11a95b64563","Save","Narayanganj, Dhaka","[object Object]","Job Responsibilities   Record accounting vouchers through proper coding and posting into the accounting software.  Maintain all financial records and books of accounts.  Maintain c…","15 days ago","Apply easily"
"Cafe/Bistro Manager","https://www.careerjet.com.bd/jobad/bdc70155460a4f3b49542173e16bac4a5a","Save","Gulshan, Dhaka","[object Object]","Job Context   Extensive experience within the café industry who will be responsible for daily operations of our coffee shop. The café manager`s principal responsibilities are to su…","21 days ago","Apply easily"
"Head Chef","https://www.careerjet.com.bd/jobad/bd5a24b084c730e136c51403e6d9279b94","Save","Gulshan, Dhaka","[object Object]","Job Context   We are looking for a Head Chef to join our team  Chef responsibilities include studying recipes, setting up menus as per seasons/ special events and preparing high-qu…","21 days ago","Apply easily"
"International Relationship Officer (Overseas Suppliers)","https://www.careerjet.com.bd/jobad/bd656f132ca8bb1316b6d77fbf2547c268","Save","Mohammadpur, Dhaka","[object Object]","Job Responsibilities   Approaching suppliers overseas.  Collecting and responding to there offers & quotations.  Making regular follow up of offers & contracts.  Responding to supp…","8 days ago",""
"Digital Marketing Expert","https://www.careerjet.com.bd/jobad/bd9bc40180ec55856deef6bb7d34619cc0","Save","Dhaka","[object Object]","Job Context  We are looking to hire Digital Marketers to join our dynamic team as VSMM Manager. In this position, who can develop digital marketing strategies to enhance our client…","19 days ago","Apply easily"
"Executive Data Analyst (Night Shift)","https://www.careerjet.com.bd/jobad/bd0dafe45d0be575fbe26dabd28824c4ff","Save","Uttara, Dhaka","[object Object]","Job Context  Data analyst position has been designed to the company to minimize the risk free assessment as well as implementing day to day operation it helps to increase portfolio…","19 days ago","Apply easily"
"Surveyor (Banking)","https://www.careerjet.com.bd/jobad/bd45de507a2150acc0ac70e688cc7cb74f","Save","Savar, Dhaka","[object Object]","Job Context   IES Limited is a highly reputed Survey & Valuation company in Bangladesh. It is  Working with 30+ Banks & financial organizations. Basically, IES Limited gets work or…","17 days ago","Apply easily"
"Office Executive","https://www.careerjet.com.bd/jobad/bdac8a6b71d2210370763e89910f927765","Save","Dhaka","[object Object]","Job Context   We are recruiting an efficient, intelligent, hardworking & honest candidate at Nawabi Voj.  Workplace: Head Office & All our Branches.    Job Responsibilities   Prepa…","17 days ago","Apply easily"
"Executive - Assurance (For Gazipur Factory)","https://www.careerjet.com.bd/jobad/bd2619410681421b084be83d15e5df11b7","Save","Gazipur, Dhaka","[object Object]","Job Responsibilities   Ensure Financial Assurance (Financial Transaction) & Group's best interest;  Adequate Market Visit to ensure fair and competitive market price of service & g…","17 days ago","Apply easily"
"Assistant Professor (Cardiology)","https://www.careerjet.com.bd/jobad/bdab262701465e5c83ed44e4ae00cb7cca","Save","Chittagong","[object Object]","Job Responsibilities   Consulting with patients to understand their symptoms and health concerns prescribing tests treatments and surgery when necessary.  Recording detailed notes …","17 days ago","Apply easily"
"Front Desk Officer","https://www.careerjet.com.bd/jobad/bd5abaf0ab68ed33833ff1302858ae3178","Save","Dhaka","[object Object]","Job Context   Job Location: KMS Head Office.  WANTED ELEVATOR PROFESSIONALS  A leading Elevator Company wants to recruit Personnels for Sales & Technical Division.    Job Responsib…","17 days ago","Apply easily"
"Special Educator","https://www.careerjet.com.bd/jobad/bd34408171061c8f985505fc407f623d2d","Save","Dhaka","[object Object]","Job Context  Vacancy number - 6 (3 male/ 3 female)   Job Responsibilities  N/A   Employment Status   Full-time   Educational Requirements   Minimum Bachelor/Honor's/ Degree (equiva…","17 days ago","Apply easily"
"Accounts and Admin Coordinator","https://www.careerjet.com.bd/jobad/bdc12c2bd1de96deb8244949fed3a37af5","Save","Dhaka","[object Object]","Job Responsibilities  N/A   Employment Status   Full-time   Educational Requirements   Bachelor/ Honor's/ Degree/ equivalent from Commerce background.    Experience Requirements   …","17 days ago","Apply easily"
"Head Master/ Head Teacher","https://www.careerjet.com.bd/jobad/bddae8db4fb7972d33236a03bf18f45ddb","Save","Dhaka","[object Object]","Job Responsibilities  N/A   Employment Status   Full-time   Educational Requirements   Masters' (BSED priority). Educational qualification requirement scan be flexible considering …","17 days ago","Apply easily"
"Executive/ Senior Executive- Ocean Freight","https://www.careerjet.com.bd/jobad/bdd3a99a8dca8fba38f86f6f2c0651e1ca","Save","Dhaka","[object Object]","Job Context  The incumbent is responsible to complete all documentation, EGM submission, AMS filing and checking, HBL checking & printing, cost voucher prepare, payments requisitio…","17 days ago","Apply easily"
"Executive/Senior Executive- Sales","https://www.careerjet.com.bd/jobad/bde0b159c587fe8516bdc4e5ffc2780daf","Save","Chittagong","[object Object]","Job Responsibilities   Ensure overall client relationships and gain their satisfaction.  Develop new clients and maintain existing clients with optimum service.  Ensure scheduled c…","17 days ago","Apply easily"
"Clinical Psychologist","https://www.careerjet.com.bd/jobad/bdd019d2644ead8c97303d07adf93429d0","Save","Dhaka","[object Object]","Job Responsibilities  N/A   Employment Status   Full-time, Contractual   Educational Requirements   Bachelors/ Honor's from the relevant discipline.    Experience Requirements   At…","17 days ago","Apply easily"
"Assistant Manager- Sales","https://www.careerjet.com.bd/jobad/bdff46cc354297825d4abcf564c42644ab","Save","Chittagong","[object Object]","Job Responsibilities   Implement marketing and sales strategy of the company product and sales execution.  Develop an adaptive marketing and sales strategy to capture customer and …","17 days ago","Apply easily"
"Doctor of Veterinary","https://www.careerjet.com.bd/jobad/bdb646ff5704ddffa6e3d004c372ac2688","Save","Rangpur","[object Object]","Job Context  We are looking for a Young , Enthusiastic , Target Oriented , Self-Motivated and Proactive Person for the post of ""Doctor of Veterinary"". Which is With rich knowledge …","17 days ago","Apply easily"
"Digital Marketing Officer","https://www.careerjet.com.bd/jobad/bdcb8e3797ac1444b02464fa7ddf76ceef","Save","Dhaka","[object Object]","Job Context  We are looking for hiring an experienced Digital Marketing Specialist - Digital Marketing to help our company with online/digital sales. In this position, the candidat…","17 days ago","Apply easily"
"Manager - R&D (Dyeing)","https://www.careerjet.com.bd/jobad/bd8163ea9643b61c0598890da60def04e3","Save","Gazipur, Dhaka","[object Object]","Job Responsibilities   Monitoring all kinds of activities in research & developing the knit fabrics and maintain all documents;  Monitoring the pre-production sample, production sa…","17 days ago","Apply easily"
"Android Application Developer","https://www.careerjet.com.bd/jobad/bdf1c348eb7caa6aba75c76b177603543b","Save","Dhaka","[object Object]","Job Context   Job Location: Head Office, 43 Eskaton Garden Road, Ramna, Dhaka 1000, Bangladesh.  Employment Status: Full-time (Work at Office)    Job Responsibilities   Building an…","17 days ago","Apply easily"
